,year,mytoday,city,nowTemp,sensTemp,humidity,precipitation,weatherInfo
31,2020년,3,울릉도,18.3,20.8,83,0.0,흐림
32,2020년,3,전주,20.6,22.9,79,21.8,비 끝
33,2020년,3,제주,20.9,23.4,81,0.9,구름많음
34,2020년,3,청주,20.3,22.5,77,1.4,비 끝
35,2020년,3,춘천,23.9,24.3,53,0.0,0.0
36,2020년,4,강릉,26.9,26.9,49,0.0,0.0
37,2020년,4,광주,23.7,24.7,61,0.0,구름많음
38,2020년,4,대구,25.7,26.7,60,0.0,구름조금
39,2020년,4,대전,26.5,27.2,57,0.0,구름많음
40,2020년,4,백령도,10.8,13.1,81,0.0,흐림
41,2020년,4,부산,24.8,26.3,67,0.0,맑음
42,2020년,4,서울,24.8,25.3,54,0.0,구름조금
43,2020년,4,울릉도,23.8,25.2,65,0.0,구름조금
44,2020년,4,전주,22.8,24.2,65,0.0,구름많음
45,2020년,4,제주,21.9,23.9,74,0.0,맑음
46,2020년,4,청주,25.2,25.7,54,0.0,구름많음
47,2020년,4,춘천,25.8,25.8,48,0.0,0.0
48,2020년,5,강릉,18.5,19.6,61,0.0,0.0
49,2020년,5,광주,22.6,24.1,67,0.0,흐림
50,2020년,5,대구,20.3,21.7,65,0.0,흐림
51,2020년,5,대전,19.9,22.2,79,0.1,"천둥번개 끝, 약한 비"
52,2020년,5,백령도,13.4,16.0,85,0.0,흐림
53,2020년,5,부산,17.7,19.5,72,0.0,흐림
54,2020년,5,서울,19.1,20.5,65,0.0,흐림
55,2020년,5,울릉도,15.0,16.8,72,0.0,구름많음
56,2020년,5,전주,16.5,19.0,82,0.0,"천둥번개 끝, 약한 비"
57,2020년,5,제주,21.6,23.4,72,0.0,흐림
58,2020년,5,청주,20.6,21.6,60,0.0,흐림
59,2020년,5,춘천,20.6,21.5,58,0.0,0.0
60,2020년,6,강릉,19.4,20.7,64,0.0,0.0
61,2020년,6,광주,27.0,24.9,28,0.0,맑음
62,2020년,6,대구,23.3,23.7,52,0.0,맑음
63,2020년,6,대전,22.2,23.3,62,0.0,맑음
64,2020년,6,백령도,18.2,18.7,52,0.0,맑음
65,2020년,6,부산,20.3,21.9,68,0.0,맑음
66,2020년,6,서울,24.0,22.9,36,0.0,맑음
67,2020년,6,울릉도,17.6,18.8,62,0.1,맑음
68,2020년,6,전주,24.3,24.1,46,0.0,맑음
69,2020년,6,제주,22.6,23.4,57,0.0,맑음
70,2020년,6,청주,21.2,22.4,63,0.0,맑음
71,2020년,6,춘천,22.3,21.5,38,0.0,0.0
72,2020년,7,강릉,19.3,19.9,54,0.0,0.0
73,2020년,7,광주,25.2,21.7,16,0.0,구름조금
74,2020년,7,대구,21.3,19.9,30,0.0,구름많음
75,2020년,7,대전,23.7,21.4,24,0.0,맑음
76,2020년,7,백령도,17.4,17.5,46,0.0,흐림
77,2020년,7,부산,20.3,19.9,41,0.0,맑음
78,2020년,7,서울,24.3,21.7,22,0.0,구름많음
79,2020년,7,울릉도,16.4,17.1,54,0.0,구름많음
80,2020년,7,전주,24.5,21.4,18,0.0,구름조금
81,2020년,7,제주,21.4,21.7,50,0.0,구름조금
82,2020년,7,청주,22.9,20.4,21,0.0,구름조금
83,2020년,7,춘천,22.0,19.7,22,0.0,0.0
84,2020년,8,강릉,20.8,21.0,49,0.0,0.0
85,2020년,8,광주,22.3,22.2,46,0.0,구름많음
86,2020년,8,대구,21.6,21.1,41,0.0,구름많음
87,2020년,8,대전,23.9,21.7,25,0.0,구름많음
88,2020년,8,백령도,15.5,16.7,61,0.0,흐림
89,2020년,8,부산,19.9,21.3,65,0.0,구름많음
90,2020년,8,서울,24.4,20.2,11,0.0,구름조금
91,2020년,8,울릉도,16.9,18.5,68,0.0,맑음
92,2020년,8,전주,24.0,22.9,35,0.0,구름많음
93,2020년,8,제주,24.9,25.1,51,0.0,맑음
94,2020년,8,청주,23.2,20.0,16,0.0,구름조금
95,2020년,8,춘천,23.4,21.3,25,0.0,0.0
96,2020년,9,강릉,14.7,18.1,98,23.3,0.0
97,2020년,9,광주,19.4,22.9,97,21.7,비 끝
98,2020년,9,대구,16.6,19.9,95,16.5,약한 비 연속적
99,2020년,9,대전,17.8,21.2,96,15.6,약한 비 연속적
100,2020년,9,백령도,13.7,17.2,100,25.8,약한 비 단속적
101,2020년,9,부산,15.1,18.4,97,25.0,약한 비 연속적
102,2020년,9,서울,15.5,18.8,97,20.4,약한 비 연속적
103,2020년,9,울릉도,14.0,17.5,100,24.0,약한 비 단속적
104,2020년,9,전주,20.9,23.0,76,13.0,흐림
105,2020년,9,제주,25.6,26.7,62,3.4,흐림
106,2020년,9,청주,17.6,20.5,89,8.8,약한 비 연속적
107,2020년,9,춘천,15.0,18.3,96,31.0,0.0
108,2020년,10,강릉,22.4,22.9,53,0.0,0.0
109,2020년,10,광주,15.3,18.5,95,0.0,흐림
110,2020년,10,대구,21.3,22.6,64,0.0,구름조금
111,2020년,10,대전,14.9,18.0,93,0.1,박무
112,2020년,10,백령도,15.3,17.9,85,0.3,박무
113,2020년,10,부산,18.9,20.9,74,0.0,흐림
114,2020년,10,서울,15.0,17.9,89,1.3,박무
115,2020년,10,울릉도,19.5,21.6,76,0.0,구름많음
116,2020년,10,전주,14.1,17.1,91,0.7,박무
117,2020년,10,제주,15.7,18.6,89,0.0,흐림
118,2020년,10,청주,15.3,18.0,86,0.2,흐림
119,2020년,10,춘천,17.1,19.1,75,0.0,0.0
120,2020년,11,강릉,24.3,22.4,28,0.0,0.0
121,2020년,11,광주,22.0,22.2,49,0.0,연무
122,2020년,11,대구,25.7,23.9,30,0.0,맑음
123,2020년,11,대전,21.2,22.1,58,0.0,연무
124,2020년,11,백령도,17.7,17.5,42,0.0,구름많음
125,2020년,11,부산,22.8,23.4,55,0.0,맑음
126,2020년,11,서울,20.4,20.2,44,0.0,구름조금
127,2020년,11,울릉도,20.4,21.3,59,0.0,맑음
128,2020년,11,전주,22.0,22.1,48,0.0,맑음
129,2020년,11,제주,18.1,20.1,74,0.0,박무
130,2020년,11,청주,21.2,21.6,52,0.0,연무
131,2020년,11,춘천,20.4,19.7,37,0.0,0.0
132,2020년,12,강릉,21.5,20.9,39,0.0,0.0
133,2020년,12,광주,21.7,21.4,43,0.0,맑음
134,2020년,12,대구,23.6,22.3,33,0.0,맑음
135,2020년,12,대전,20.6,20.8,49,0.2,맑음
136,2020년,12,백령도,13.4,15.9,83,0.0,맑음
137,2020년,12,부산,21.1,21.3,49,0.0,맑음
138,2020년,12,서울,15.3,17.1,72,0.7,흐림
139,2020년,12,울릉도,19.0,20.0,60,0.0,맑음
140,2020년,12,전주,20.7,20.6,45,0.0,맑음
141,2020년,12,제주,23.6,21.8,28,0.0,맑음
142,2020년,12,청주,20.4,20.4,46,0.0,구름조금
143,2020년,12,춘천,15.8,17.1,64,1.5,0.0
144,2020년,13,강릉,23.0,21.1,27,0.0,0.0
145,2020년,13,광주,20.9,20.1,36,0.0,맑음
146,2020년,13,대구,22.0,20.8,33,0.0,맑음
147,2020년,13,대전,21.3,20.8,40,0.0,맑음
148,2020년,13,백령도,18.9,18.0,34,0.0,맑음
149,2020년,13,부산,21.4,20.5,36,0.0,맑음
150,2020년,13,서울,19.9,18.9,33,0.0,맑음
151,2020년,13,울릉도,18.5,19.1,54,0.0,맑음
152,2020년,13,전주,19.9,18.8,32,0.0,맑음
153,2020년,13,제주,18.5,19.0,52,0.0,맑음
154,2020년,13,청주,21.8,20.2,29,0.0,맑음
155,2020년,13,춘천,20.5,19.4,33,0.0,0.0
156,2020년,14,강릉,27.6,24.1,18,0.0,0.0
157,2020년,14,광주,24.3,22.0,24,0.0,흐림
158,2020년,14,대구,22.2,20.6,29,0.0,흐림
159,2020년,14,대전,24.2,22.0,25,0.0,구름많음
160,2020년,14,백령도,14.1,16.2,77,0.0,구름많음
161,2020년,14,부산,24.4,23.0,33,0.0,구름많음
162,2020년,14,서울,23.3,21.1,24,0.0,구름많음
163,2020년,14,울릉도,21.8,23.1,64,0.0,구름많음
164,2020년,14,전주,25.8,23.7,27,0.0,구름많음
165,2020년,14,제주,20.8,20.1,38,0.0,구름많음
166,2020년,14,청주,24.1,21.3,20,0.0,구름조금
167,2020년,14,춘천,19.1,18.4,36,0.0,0.0
168,2020년,15,강릉,16.2,18.9,86,4.5,0.0
169,2020년,15,광주,18.5,21.7,94,13.0,비 끝
170,2020년,15,대구,16.6,19.9,96,5.0,약한 비 연속적
171,2020년,15,대전,16.7,20.0,96,17.2,보통 비 연속적
172,2020년,15,백령도,15.5,18.0,83,10.9,흐림
173,2020년,15,부산,15.2,18.2,91,7.4,보통 비 연속적
174,2020년,15,서울,15.1,18.0,90,7.9,약한 비 연속적
175,2020년,15,울릉도,15.7,18.6,89,0.9,약한 비 연속적
176,2020년,15,전주,17.2,19.8,84,11.3,비 끝
177,2020년,15,제주,24.0,26.5,81,2.9,비 끝
178,2020년,15,청주,16.7,19.2,83,8.4,약한 비 연속적
179,2020년,15,춘천,14.2,17.3,94,9.8,0.0
180,2020년,16,강릉,16.8,19.3,83,0.0,0.0
181,2020년,16,광주,21.5,24.0,82,0.0,구름많음
182,2020년,16,대구,22.4,24.2,71,0.1,연무
183,2020년,16,대전,19.0,21.7,85,0.0,박무
184,2020년,16,백령도,15.8,18.9,93,1.2,흐림
185,2020년,16,부산,22.5,25.0,81,0.6,박무
186,2020년,16,서울,16.5,19.8,95,2.4,약한 이슬비 연속적
187,2020년,16,울릉도,16.3,19.9,100,1.8,안개 엷어짐
188,2020년,16,전주,16.8,19.6,88,0.0,흐림
189,2020년,16,제주,17.5,20.8,96,5.3,박무
190,2020년,16,청주,19.7,21.9,77,0.0,박무
191,2020년,16,춘천,18.6,20.8,78,0.9,0.0
192,2020년,17,강릉,23.4,24.7,64,0.0,0.0
193,2020년,17,광주,23.7,25.1,65,0.0,구름많음
194,2020년,17,대구,25.5,26.2,57,0.0,연무
195,2020년,17,대전,22.9,24.3,65,0.0,맑음
196,2020년,17,백령도,12.4,15.8,100,1.9,강한 이슬비 단속적
197,2020년,17,부산,20.3,22.6,79,0.0,흐림
198,2020년,17,서울,19.4,21.5,76,0.0,박무
199,2020년,17,울릉도,14.6,17.9,97,0.0,흐림
200,2020년,17,전주,23.0,24.3,64,0.0,구름조금
201,2020년,17,제주,17.0,19.6,84,0.0,구름많음
202,2020년,17,청주,23.0,24.1,62,0.0,맑음
203,2020년,17,춘천,23.3,24.4,61,0.0,0.0
204,2020년,18,강릉,17.4,20.2,88,0.5,0.0
205,2020년,18,광주,24.3,26.0,70,0.0,구름많음
206,2020년,18,대구,22.0,23.4,65,0.0,연무
207,2020년,18,대전,26.3,27.1,58,0.0,구름많음
208,2020년,18,백령도,14.8,17.9,94,16.0,약한 비 단속적
209,2020년,18,부산,17.1,20.5,97,4.4,약한 비 연속적
210,2020년,18,서울,24.1,25.3,63,0.0,연무
211,2020년,18,울릉도,14.6,18.1,100,0.0,박무
212,2020년,18,전주,26.6,27.3,57,0.0,구름많음
213,2020년,18,제주,21.5,24.2,84,0.0,흐림
214,2020년,18,청주,25.1,25.7,55,0.0,구름많음
215,2020년,18,춘천,24.5,25.3,58,0.0,0.0
216,2020년,19,강릉,13.8,16.6,88,18.2,0.0
217,2020년,19,광주,14.3,17.6,96,4.2,비 끝
218,2020년,19,대구,17.7,18.4,55,3.0,흐림
219,2020년,19,대전,13.8,16.4,85,2.9,약한 비 단속적
220,2020년,19,백령도,16.6,18.1,67,10.0,구름조금
221,2020년,19,부산,15.7,17.6,73,2.1,흐림
222,2020년,19,서울,13.7,16.6,91,19.0,비 끝
223,2020년,19,울릉도,16.5,18.7,78,27.9,구름많음
224,2020년,19,전주,15.4,17.0,69,3.6,흐림
225,2020년,19,제주,20.8,21.7,58,0.0,맑음
226,2020년,19,청주,14.9,17.0,76,2.4,약한 비 연속적
227,2020년,19,춘천,13.5,15.8,80,14.5,0.0
228,2020년,20,강릉,11.5,13.8,80,4.9,0.0
229,2020년,20,광주,19.0,19.5,53,0.0,구름조금
230,2020년,20,대구,18.9,18.5,40,0.0,맑음
231,2020년,20,대전,18.0,18.4,50,0.0,맑음
232,2020년,20,백령도,15.6,17.2,69,0.0,구름조금
233,2020년,20,부산,17.6,18.5,58,0.0,맑음
234,2020년,20,서울,17.4,17.8,50,0.0,구름많음
235,2020년,20,울릉도,9.9,13.2,99,9.2,약한 비 연속적
236,2020년,20,전주,17.6,17.8,47,0.0,맑음
237,2020년,20,제주,18.2,19.7,67,0.0,맑음
238,2020년,20,청주,17.3,17.6,48,0.0,맑음
239,2020년,20,춘천,14.6,15.6,58,0.0,0.0
240,2020년,21,강릉,16.2,17.3,60,0.0,0.0
241,2020년,21,광주,22.2,22.9,56,0.0,구름많음
242,2020년,21,대구,19.3,20.1,56,0.0,구름많음
243,2020년,21,대전,20.7,21.4,56,0.0,구름많음
244,2020년,21,백령도,15.3,17.8,83,0.0,구름많음
245,2020년,21,부산,17.2,18.6,66,0.0,흐림
246,2020년,21,서울,19.7,19.8,47,0.0,구름많음
247,2020년,21,울릉도,13.8,16.2,81,1.4,구름많음
248,2020년,21,전주,20.4,21.3,59,0.0,구름많음
249,2020년,21,제주,22.6,23.5,59,0.0,구름조금
250,2020년,21,청주,20.3,20.7,51,0.0,구름많음
251,2020년,21,춘천,18.5,18.4,44,0.0,0.0
252,2020년,22,강릉,16.1,17.9,72,0.0,0.0
253,2020년,22,광주,24.2,24.0,46,0.0,구름조금
254,2020년,22,대구,19.3,20.1,57,0.0,구름많음
255,2020년,22,대전,22.1,22.9,58,0.0,구름조금
256,2020년,22,백령도,13.7,17.1,98,0.3,"천둥번개 끝, 약한 비"
257,2020년,22,부산,18.2,19.6,65,0.0,구름많음
258,2020년,22,서울,20.5,21.7,63,0.0,구름많음
259,2020년,22,울릉도,14.4,16.6,79,0.0,구름많음
260,2020년,22,전주,22.9,23.3,53,0.0,구름조금
261,2020년,22,제주,22.9,23.7,57,0.0,맑음
262,2020년,22,청주,21.6,22.2,54,0.0,맑음
263,2020년,22,춘천,19.5,20.5,60,0.0,0.0
264,2020년,23,강릉,20.3,21.8,67,0.0,0.0
265,2020년,23,광주,23.7,24.2,54,0.0,구름조금
266,2020년,23,대구,22.5,22.9,52,0.0,맑음
267,2020년,23,대전,23.3,23.7,53,0.0,맑음
268,2020년,23,백령도,14.2,17.7,100,0.5,이슬비 끝
269,2020년,23,부산,19.5,21.1,69,0.0,맑음
270,2020년,23,서울,23.0,23.5,54,0.0,구름많음
271,2020년,23,울릉도,17.9,20.0,76,0.0,구름조금
272,2020년,23,전주,25.2,24.8,44,0.0,맑음
273,2020년,23,제주,20.5,22.5,75,0.0,구름조금
274,2020년,23,청주,23.4,23.1,44,0.0,구름조금
275,2020년,23,춘천,22.3,22.9,55,0.5,0.0
276,2020년,24,강릉,22.8,23.2,53,0.4,0.0
277,2020년,24,광주,19.5,22.9,96,1.5,약한 비 단속적
278,2020년,24,대구,25.8,25.5,45,0.0,흐림
279,2020년,24,대전,20.6,23.4,87,2.8,비 끝
280,2020년,24,백령도,12.5,15.9,100,0.6,안개 변화없음
281,2020년,24,부산,22.1,23.3,63,0.0,구름많음
282,2020년,24,서울,16.3,19.3,91,14.5,박무
283,2020년,24,울릉도,19.8,21.3,67,0.0,구름많음
284,2020년,24,전주,18.3,21.5,93,2.8,약한 비 연속적
285,2020년,24,제주,21.5,23.2,70,0.0,맑음
286,2020년,24,청주,21.0,23.0,74,2.4,구름많음
287,2020년,24,춘천,20.2,21.8,69,14.9,0.0
288,2020년,25,강릉,23.7,24.0,51,0.0,0.0
289,2020년,25,광주,19.8,22.0,77,0.0,흐림
290,2020년,25,대구,23.1,23.2,49,0.0,흐림
291,2020년,25,대전,18.6,20.6,74,0.0,박무
292,2020년,25,백령도,14.5,17.5,92,0.0,구름많음
293,2020년,25,부산,22.4,24.0,69,0.0,흐림
294,2020년,25,서울,18.8,20.6,72,0.0,박무
295,2020년,25,울릉도,22.1,22.9,58,0.0,구름많음
296,2020년,25,전주,17.4,19.3,73,0.0,박무
297,2020년,25,제주,18.9,21.5,84,0.0,흐림
298,2020년,25,청주,17.4,19.4,74,0.0,박무
299,2020년,25,춘천,19.0,21.0,74,0.0,0.0
300,2020년,26,강릉,25.9,24.9,38,0.0,0.0
301,2020년,26,광주,20.5,22.7,77,0.0,박무
302,2020년,26,대구,22.2,22.7,54,0.0,흐림
303,2020년,26,대전,23.1,23.9,57,0.0,구름많음
304,2020년,26,백령도,12.0,15.4,100,2.9,약한 비 연속적
305,2020년,26,부산,21.0,22.4,66,0.0,연무
306,2020년,26,서울,21.5,22.6,61,0.0,연무
307,2020년,26,울릉도,21.2,22.6,65,0.0,구름많음
308,2020년,26,전주,18.9,20.7,71,0.0,연무
309,2020년,26,제주,18.4,20.2,72,0.0,비 끝
310,2020년,26,청주,22.5,23.1,55,0.0,연무
311,2020년,26,춘천,21.2,22.1,58,0.0,0.0
312,2020년,27,강릉,22.8,21.8,36,0.0,맑음
313,2020년,27,광주,23.0,22.6,43,0.0,구름많음
314,2020년,27,대구,23.7,22.7,36,0.0,구름많음
315,2020년,27,대전,22.1,21.7,42,0.0,구름많음
316,2020년,27,백령도,18.7,21.0,79,0.0,맑음
317,2020년,27,부산,24.3,23.4,38,0.0,구름조금
318,2020년,27,서울,21.6,22.0,52,0.0,맑음
319,2020년,27,울릉도,20.8,21.7,58,0.0,구름조금
320,2020년,27,전주,21.9,21.9,47,0.8,구름많음
321,2020년,27,제주,19.7,21.7,74,0.0,구름조금
322,2020년,27,청주,21.7,21.4,43,0.0,맑음
323,2020년,27,춘천,20.2,20.3,47,0.0,0.0
324,2020년,28,강릉,22.9,22.7,45,0.0,0.0
325,2020년,28,광주,23.1,23.3,50,0.0,맑음
326,2020년,28,대구,25.6,23.5,27,0.0,맑음
327,2020년,28,대전,23.2,22.8,43,0.0,구름많음
328,2020년,28,백령도,16.1,18.8,86,0.0,구름조금
329,2020년,28,부산,22.3,23.4,61,0.0,맑음
330,2020년,28,서울,22.0,21.4,40,0.0,맑음
331,2020년,28,울릉도,20.8,22.4,68,0.0,구름많음
332,2020년,28,전주,23.0,22.2,38,0.0,구름조금
333,2020년,28,제주,23.5,23.7,50,0.0,구름많음
334,2020년,28,청주,22.7,22.0,39,0.0,구름많음
335,2020년,28,춘천,21.8,21.3,41,0.0,0.0
336,2020년,29,강릉,22.8,23.2,52,0.0,0.0
337,2020년,29,광주,24.9,24.7,46,0.0,구름많음
338,2020년,29,대구,26.2,25.0,36,0.0,구름조금
339,2020년,29,대전,24.5,24.9,53,0.0,맑음
340,2020년,29,백령도,19.1,20.9,71,0.0,맑음
341,2020년,29,부산,23.3,23.4,49,0.0,맑음
342,2020년,29,서울,23.7,24.0,52,0.0,맑음
343,2020년,29,울릉도,21.3,21.8,53,0.0,맑음
344,2020년,29,전주,25.0,25.2,51,0.0,맑음
345,2020년,29,제주,19.7,21.6,73,0.0,구름많음
346,2020년,29,청주,24.3,24.0,45,0.0,맑음
347,2020년,29,춘천,22.9,22.6,44,0.0,0.0
348,2020년,30,강릉,25.7,24.7,38,0.0,0.0
349,2020년,30,광주,24.7,24.7,48,0.0,구름많음
350,2020년,30,대구,25.9,24.5,34,0.0,구름많음
351,2020년,30,대전,27.1,26.5,42,0.0,구름조금
352,2020년,30,백령도,21.5,22.2,56,0.0,맑음
353,2020년,30,부산,23.3,23.3,47,0.0,흐림
354,2020년,30,서울,27.3,26.3,38,0.0,맑음
355,2020년,30,울릉도,22.3,21.7,40,0.0,맑음
356,2020년,30,전주,27.4,26.4,39,0.0,구름많음
357,2020년,30,제주,20.2,22.6,80,0.0,흐림
358,2020년,30,청주,27.2,26.2,38,0.0,맑음
359,2020년,30,춘천,25.2,24.6,42,0.0,0.0
360,2020년,31,강릉,22.0,23.0,60,0.0,0.0
361,2020년,31,광주,22.7,24.0,64,3.3,흐림
362,2020년,31,대구,26.2,25.2,38,0.0,맑음
363,2020년,31,대전,25.8,25.7,47,0.0,구름많음
364,2020년,31,백령도,17.8,20.8,90,0.0,흐림
365,2020년,31,부산,22.6,24.7,75,0.8,구름많음
366,2020년,31,서울,26.8,26.0,40,0.0,구름많음
367,2020년,31,울릉도,22.9,25.0,76,0.0,맑음
368,2020년,31,전주,24.7,24.3,44,0.0,흐림
369,2020년,31,제주,22.5,24.8,79,3.7,구름많음
370,2020년,31,청주,26.2,25.0,36,0.0,구름많음
371,2020년,31,춘천,24.8,25.0,51,0.0,0.0
