,year,mytoday,city,nowTemp,sensTemp,humidity,precipitation,weatherInfo
68,2021년,6,전주,22.8,20.9,27,0.0,구름많음
69,2021년,6,제주,22.1,21.8,43,0.0,맑음
70,2021년,6,청주,20.5,18.6,24,0.0,구름많음
71,2021년,6,춘천,18.8,17.9,33,0.0,0.0
72,2021년,7,강릉,19.4,20.4,60,0.0,0.0
73,2021년,7,광주,19.8,21.6,71,0.0,흐림
74,2021년,7,대구,24.8,24.0,39,0.0,구름많음
75,2021년,7,대전,17.1,19.8,86,0.3,약한 비 단속적
76,2021년,7,백령도,13.4,14.4,58,0.0,황사
77,2021년,7,부산,18.8,20.9,76,0.0,구름조금
78,2021년,7,서울,15.2,16.4,62,8.8,황사
79,2021년,7,울릉도,17.9,19.9,74,0.0,흐림
80,2021년,7,전주,17.3,19.8,82,0.0,약한 비 연속적
81,2021년,7,제주,26.3,25.9,44,0.0,구름조금
82,2021년,7,청주,15.3,17.7,81,2.1,"천둥번개 끝, 약한 비"
83,2021년,7,춘천,14.2,16.6,82,6.3,0.0
84,2021년,8,강릉,23.0,21.2,28,0.0,0.0
85,2021년,8,광주,20.9,20.1,36,0.0,황사
86,2021년,8,대구,22.3,20.3,25,0.0,황사
87,2021년,8,대전,21.4,20.3,34,0.0,황사
88,2021년,8,백령도,14.5,16.3,72,0.0,황사
89,2021년,8,부산,19.9,19.6,42,0.0,황사
90,2021년,8,서울,18.7,18.8,47,0.0,황사
91,2021년,8,울릉도,18.3,19.4,61,0.0,황사
92,2021년,8,전주,23.0,21.5,31,0.0,황사
93,2021년,8,제주,19.2,19.5,50,0.0,황사
94,2021년,8,청주,20.8,19.6,32,0.0,황사
95,2021년,8,춘천,18.2,18.1,44,0.0,0.0
96,2021년,9,강릉,21.7,20.1,28,0.0,0.0
97,2021년,9,광주,22.2,20.0,23,0.0,구름조금
98,2021년,9,대구,22.4,19.9,21,0.0,구름조금
99,2021년,9,대전,21.3,19.8,29,0.0,맑음
100,2021년,9,백령도,16.1,15.4,33,0.0,맑음
101,2021년,9,부산,20.6,20.2,41,0.0,구름조금
102,2021년,9,서울,20.1,19.0,32,0.0,맑음
103,2021년,9,울릉도,18.2,18.5,49,0.0,맑음
104,2021년,9,전주,20.4,19.2,32,0.0,맑음
105,2021년,9,제주,22.2,19.6,20,0.0,황사
106,2021년,9,청주,20.5,19.0,28,0.0,맑음
107,2021년,9,춘천,20.3,18.9,29,0.0,0.0
108,2021년,10,강릉,19.8,18.9,34,0.0,0.0
109,2021년,10,광주,19.7,19.0,37,0.0,흐림
110,2021년,10,대구,14.0,15.1,60,0.7,흐림
111,2021년,10,대전,12.1,15.2,95,4.3,약한 비 연속적
112,2021년,10,백령도,12.1,15.1,93,14.4,흐림
113,2021년,10,부산,20.9,20.1,36,0.0,흐림
114,2021년,10,서울,14.1,15.6,67,0.0,비 끝
115,2021년,10,울릉도,16.8,17.8,59,0.0,흐림
116,2021년,10,전주,16.0,16.8,56,0.5,비 끝
117,2021년,10,제주,22.4,21.9,41,0.0,구름조금
118,2021년,10,청주,11.1,13.7,85,8.8,약한 비 연속적
119,2021년,10,춘천,14.4,15.3,56,0.0,0.0
120,2021년,11,강릉,19.4,20.4,60,0.0,구름많음
121,2021년,11,광주,22.8,23.3,54,0.0,흐림
122,2021년,11,대구,17.2,17.9,55,1.3,흐림
123,2021년,11,대전,17.2,19.0,71,2.9,흐림
124,2021년,11,백령도,20.0,19.7,42,0.0,구름많음
125,2021년,11,부산,17.5,18.4,58,0.0,흐림
126,2021년,11,서울,23.2,22.0,34,0.0,구름많음
127,2021년,11,울릉도,18.1,18.1,45,0.0,구름많음
128,2021년,11,전주,16.9,19.9,91,62.7,비 끝
129,2021년,11,제주,19.3,21.8,82,0.0,흐림
130,2021년,11,청주,19.8,19.4,41,4.2,구름많음
131,2021년,11,춘천,21.7,20.8,36,0.0,0.0
132,2021년,12,강릉,19.9,20.1,49,0.0,0.0
133,2021년,12,광주,26.7,26.1,42,0.0,맑음
134,2021년,12,대구,20.1,20.5,51,0.0,구름많음
135,2021년,12,대전,23.8,22.9,38,0.0,구름많음
136,2021년,12,백령도,19.3,18.6,36,0.0,구름많음
137,2021년,12,부산,22.6,22.7,48,0.0,구름많음
138,2021년,12,서울,24.6,23.0,31,0.0,구름많음
139,2021년,12,울릉도,16.7,18.3,69,0.0,구름많음
140,2021년,12,전주,25.8,25.4,44,0.0,맑음
141,2021년,12,제주,19.9,21.5,69,0.6,구름많음
142,2021년,12,청주,24.0,22.0,27,0.0,구름많음
143,2021년,12,춘천,23.0,20.9,25,0.0,0.0
144,2021년,13,강릉,20.7,21.8,62,0.0,0.0
145,2021년,13,광주,26.5,26.6,50,0.0,구름조금
146,2021년,13,대구,26.0,24.6,34,0.0,구름조금
147,2021년,13,대전,26.4,26.4,49,0.0,구름조금
148,2021년,13,백령도,22.2,24.0,71,0.0,맑음
149,2021년,13,부산,23.8,25.1,64,0.0,구름조금
150,2021년,13,서울,27.2,26.5,41,0.0,맑음
151,2021년,13,울릉도,20.2,22.3,76,0.0,맑음
152,2021년,13,전주,25.6,25.8,51,0.0,맑음
153,2021년,13,제주,21.6,22.5,59,0.0,맑음
154,2021년,13,청주,26.0,25.4,42,0.0,맑음
155,2021년,13,춘천,24.9,24.0,38,0.0,0.0
156,2021년,14,강릉,22.3,23.4,62,0.0,0.0
157,2021년,14,광주,27.8,28.0,51,0.0,구름많음
158,2021년,14,대구,27.2,26.6,42,0.0,구름많음
159,2021년,14,대전,28.7,28.9,52,0.0,구름조금
160,2021년,14,백령도,19.8,22.2,81,0.0,구름많음
161,2021년,14,부산,21.7,23.6,73,0.0,구름많음
162,2021년,14,서울,27.2,26.9,46,0.0,구름많음
163,2021년,14,울릉도,20.4,22.4,75,0.0,구름많음
164,2021년,14,전주,27.9,28.2,53,0.0,구름조금
165,2021년,14,제주,23.7,25.5,71,0.0,흐림
166,2021년,14,청주,27.3,27.3,49,0.0,연무
167,2021년,14,춘천,26.1,26.3,51,0.0,0.0
168,2021년,15,강릉,18.1,21.1,90,1.9,0.0
169,2021년,15,광주,22.7,26.3,97,23.8,비 끝
170,2021년,15,대구,18.8,22.0,93,8.6,약한 비 단속적
171,2021년,15,대전,24.7,26.7,74,1.7,흐림
172,2021년,15,백령도,17.3,20.6,95,1.9,약한 비 연속적
173,2021년,15,부산,19.2,22.7,98,19.9,보통 비 연속적
174,2021년,15,서울,26.0,26.8,58,0.0,흐림
175,2021년,15,울릉도,18.7,21.8,91,0.0,흐림
176,2021년,15,전주,26.8,28.3,67,5.5,구름많음
177,2021년,15,제주,28.2,29.4,63,6.1,구름많음
178,2021년,15,청주,23.8,25.4,68,2.1,구름많음
179,2021년,15,춘천,25.9,26.5,56,0.2,0.0
180,2021년,16,강릉,16.1,19.4,96,38.1,0.0
181,2021년,16,광주,22.6,26.3,99,37.4,비 끝
182,2021년,16,대구,22.6,25.7,90,18.1,약한 비 단속적
183,2021년,16,대전,22.5,26.1,97,20.2,약한 비 연속적
184,2021년,16,백령도,15.2,18.7,99,2.8,약한 비 단속적
185,2021년,16,부산,20.4,24.0,98,20.3,"천둥번개 끝, 강한 비"
186,2021년,16,서울,20.0,23.5,97,27.0,보통 비 연속적
187,2021년,16,울릉도,18.1,21.7,100,12.2,안개 끝
188,2021년,16,전주,22.1,25.5,94,22.8,약한 비 연속적
189,2021년,16,제주,25.3,27.7,79,11.1,천둥번개 끝
190,2021년,16,청주,22.2,25.2,88,18.1,약한 비 연속적
191,2021년,16,춘천,18.1,20.9,87,38.7,0.0
192,2021년,17,강릉,14.0,16.9,90,5.1,0.0
193,2021년,17,광주,17.4,20.9,99,0.1,흐림
194,2021년,17,대구,15.2,18.4,94,4.4,약한 비 연속적
195,2021년,17,대전,17.0,20.4,97,0.2,약한 비 단속적
196,2021년,17,백령도,12.6,15.5,90,0.0,흐림
197,2021년,17,부산,15.8,18.9,92,0.7,약한 이슬비 단속적
198,2021년,17,서울,16.0,19.1,93,1.7,약한 비 연속적
199,2021년,17,울릉도,15.0,16.7,69,0.7,흐림
200,2021년,17,전주,16.0,19.1,92,1.8,약한 이슬비 연속적
201,2021년,17,제주,17.1,20.1,90,2.4,흐림
202,2021년,17,청주,17.3,19.9,85,2.7,약한 이슬비 연속적
203,2021년,17,춘천,15.4,18.2,88,0.7,0.0
204,2021년,18,강릉,20.1,21.6,67,0.0,0.0
205,2021년,18,광주,19.6,21.7,76,0.0,흐림
206,2021년,18,대구,19.0,21.2,77,0.1,흐림
207,2021년,18,대전,20.8,23.0,77,0.0,구름많음
208,2021년,18,백령도,18.2,19.4,63,0.0,구름많음
209,2021년,18,부산,17.2,20.2,91,1.1,흐림
210,2021년,18,서울,20.5,22.1,69,0.0,구름많음
211,2021년,18,울릉도,14.3,17.4,93,0.0,흐림
212,2021년,18,전주,19.4,21.4,75,0.2,구름많음
213,2021년,18,제주,20.7,21.6,58,0.0,맑음
214,2021년,18,청주,19.8,20.8,60,0.0,구름많음
215,2021년,18,춘천,16.9,18.8,73,0.0,0.0
216,2021년,19,강릉,29.3,26.9,27,0.0,0.0
217,2021년,19,광주,25.8,25.2,42,0.0,구름조금
218,2021년,19,대구,27.5,25.7,31,0.0,맑음
219,2021년,19,대전,24.8,25.1,52,0.0,맑음
220,2021년,19,백령도,16.7,19.1,81,0.0,맑음
221,2021년,19,부산,22.0,23.2,63,0.0,맑음
222,2021년,19,서울,23.7,23.2,42,0.0,맑음
223,2021년,19,울릉도,18.3,21.2,88,0.0,안개 변화없음
224,2021년,19,전주,24.3,24.4,49,0.0,맑음
225,2021년,19,제주,20.9,22.2,64,0.0,구름조금
226,2021년,19,청주,24.1,24.2,49,0.0,맑음
227,2021년,19,춘천,21.7,22.0,51,0.0,0.0
228,2021년,20,강릉,20.3,21.7,65,0.0,0.0
229,2021년,20,광주,15.9,19.3,97,7.5,흐림
230,2021년,20,대구,15.8,18.7,89,9.3,보통 비 연속적
231,2021년,20,대전,17.4,20.3,89,1.6,약한 비 연속적
232,2021년,20,백령도,16.8,18.4,68,0.1,약한 비 단속적
233,2021년,20,부산,17.3,20.7,97,20.9,보통 비 연속적
234,2021년,20,서울,22.3,22.4,49,0.0,비 끝
235,2021년,20,울릉도,17.6,17.8,47,0.0,흐림
236,2021년,20,전주,16.5,19.0,83,1.9,비 끝
237,2021년,20,제주,19.4,22.5,92,24.2,흐림
238,2021년,20,청주,18.3,19.5,62,0.6,약한 비 연속적
239,2021년,20,춘천,18.3,19.3,60,0.2,0.0
240,2021년,21,강릉,15.6,18.1,83,14.4,0.0
241,2021년,21,광주,18.8,20.0,63,0.2,구름많음
242,2021년,21,대구,19.8,20.3,53,0.0,구름많음
243,2021년,21,대전,15.6,18.7,93,0.1,비 끝
244,2021년,21,백령도,18.7,19.9,62,0.1,구름조금
245,2021년,21,부산,20.1,21.1,60,0.1,구름많음
246,2021년,21,서울,16.3,19.1,88,4.9,약한 비 단속적
247,2021년,21,울릉도,14.9,17.6,86,1.6,구름많음
248,2021년,21,전주,16.3,18.6,79,1.2,흐림
249,2021년,21,제주,19.3,20.1,57,0.0,구름많음
250,2021년,21,청주,16.0,18.3,80,0.7,비 끝
251,2021년,21,춘천,17.7,19.3,69,2.4,0.0
252,2021년,22,강릉,28.3,27.3,39,0.0,0.0
253,2021년,22,광주,23.5,23.6,49,0.0,맑음
254,2021년,22,대구,23.3,23.2,46,0.0,맑음
255,2021년,22,대전,22.5,23.8,64,0.0,맑음
256,2021년,22,백령도,18.1,20.1,74,0.0,맑음
257,2021년,22,부산,23.7,24.0,52,0.0,맑음
258,2021년,22,서울,22.0,22.5,54,0.2,맑음
259,2021년,22,울릉도,20.9,20.8,45,3.8,맑음
260,2021년,22,전주,22.6,23.5,59,0.0,맑음
261,2021년,22,제주,19.8,21.2,66,0.0,맑음
262,2021년,22,청주,20.7,21.5,57,0.0,맑음
263,2021년,22,춘천,21.5,22.4,59,0.0,0.0
264,2021년,23,강릉,29.9,28.5,36,0.0,0.0
265,2021년,23,광주,26.4,26.7,52,0.0,구름많음
266,2021년,23,대구,26.9,26.2,41,0.0,구름조금
267,2021년,23,대전,24.3,24.8,54,0.0,구름많음
268,2021년,23,백령도,16.5,19.2,86,0.0,흐림
269,2021년,23,부산,26.2,27.0,58,0.0,구름많음
270,2021년,23,서울,23.5,23.6,49,0.0,구름많음
271,2021년,23,울릉도,20.2,22.4,78,0.0,구름많음
272,2021년,23,전주,25.5,25.8,52,0.0,구름많음
273,2021년,23,제주,20.8,22.2,66,0.0,구름조금
274,2021년,23,청주,23.3,23.3,47,0.0,구름많음
275,2021년,23,춘천,23.5,24.2,56,0.0,0.0
276,2021년,24,강릉,24.7,22.6,26,0.0,0.0
277,2021년,24,광주,24.4,24.4,48,0.4,맑음
278,2021년,24,대구,24.9,25.2,52,0.7,구름조금
279,2021년,24,대전,23.1,24.2,61,0.0,구름많음
280,2021년,24,백령도,17.9,19.9,75,0.0,황사
281,2021년,24,부산,16.9,20.0,92,1.2,흐림
282,2021년,24,서울,22.2,22.7,53,0.0,맑음
283,2021년,24,울릉도,18.8,20.8,75,0.0,비 끝
284,2021년,24,전주,20.0,21.3,64,0.0,구름많음
285,2021년,24,제주,21.2,22.8,68,3.0,맑음
286,2021년,24,청주,22.5,23.3,58,0.0,연무
287,2021년,24,춘천,23.7,22.6,35,0.0,0.0
288,2021년,25,강릉,17.0,18.1,60,0.3,0.0
289,2021년,25,광주,22.1,21.4,39,0.0,맑음
290,2021년,25,대구,21.3,21.2,45,0.0,황사
291,2021년,25,대전,19.6,20.4,57,1.5,황사
292,2021년,25,백령도,17.4,18.1,55,5.9,맑음
293,2021년,25,부산,20.8,21.7,59,0.0,황사
294,2021년,25,서울,16.3,17.9,69,8.3,구름많음
295,2021년,25,울릉도,13.3,16.1,89,1.7,약한 비 단속적
296,2021년,25,전주,19.7,20.5,57,2.0,구름많음
297,2021년,25,제주,25.0,26.0,60,0.0,연무
298,2021년,25,청주,20.0,20.3,50,2.3,황사
299,2021년,25,춘천,15.4,17.2,71,13.8,0.0
300,2021년,26,강릉,22.6,21.3,32,0.0,0.0
301,2021년,26,광주,23.3,22.1,34,0.0,흐림
302,2021년,26,대구,20.6,19.4,32,0.0,구름많음
303,2021년,26,대전,20.2,20.3,48,0.0,흐림
304,2021년,26,백령도,18.4,19.9,67,0.0,흐림
305,2021년,26,부산,20.2,19.5,37,0.0,구름많음
306,2021년,26,서울,21.4,21.0,42,0.0,구름많음
307,2021년,26,울릉도,17.8,19.4,69,0.0,흐림
308,2021년,26,전주,23.6,22.4,34,0.0,흐림
309,2021년,26,제주,22.5,21.0,30,0.0,비 끝
310,2021년,26,청주,19.9,19.4,39,0.0,구름많음
311,2021년,26,춘천,19.5,20.0,53,0.0,0.0
312,2021년,27,강릉,18.2,19.6,65,0.5,0.0
313,2021년,27,광주,17.5,20.8,96,0.0,흐림
314,2021년,27,대구,18.6,20.1,67,0.0,흐림
315,2021년,27,대전,16.2,19.6,97,1.0,약한 비 연속적
316,2021년,27,백령도,16.6,19.4,88,7.3,박무
317,2021년,27,부산,17.8,20.0,78,1.8,구름많음
318,2021년,27,서울,15.5,18.8,97,8.9,약한 이슬비 연속적
319,2021년,27,울릉도,14.5,17.9,98,0.0,약한 비 단속적
320,2021년,27,전주,18.0,20.8,87,0.6,이슬비 끝
321,2021년,27,제주,22.1,24.2,75,2.8,구름많음
322,2021년,27,청주,16.1,18.8,86,1.6,비 끝
323,2021년,27,춘천,14.4,17.7,96,6.3,0.0
324,2021년,28,강릉,12.7,15.6,91,8.3,0.0
325,2021년,28,광주,21.8,24.2,80,0.0,흐림
326,2021년,28,대구,27.3,25.3,29,0.0,맑음
327,2021년,28,대전,12.0,15.3,97,23.9,"강한 천둥번개, 비"
328,2021년,28,백령도,18.1,20.4,80,12.6,구름많음
329,2021년,28,부산,21.1,23.3,77,0.0,맑음
330,2021년,28,서울,14.5,17.5,92,12.3,흐림
331,2021년,28,울릉도,19.7,21.6,73,0.0,맑음
332,2021년,28,전주,22.0,23.7,70,0.0,약한 비 단속적
333,2021년,28,제주,27.4,28.2,58,0.0,구름조금
334,2021년,28,청주,12.8,15.5,87,19.2,"천둥번개 끝, 약한 비"
335,2021년,28,춘천,13.7,16.4,87,16.8,0.0
336,2021년,29,강릉,20.3,21.7,66,2.6,0.0
337,2021년,29,광주,22.1,22.9,58,0.0,맑음
338,2021년,29,대구,24.0,22.5,31,0.0,맑음
339,2021년,29,대전,23.0,23.5,54,0.0,맑음
340,2021년,29,백령도,17.1,18.4,63,0.0,약한 비 단속적
341,2021년,29,부산,20.7,21.3,54,0.0,맑음
342,2021년,29,서울,18.4,19.8,66,0.0,약한 비 단속적
343,2021년,29,울릉도,18.4,20.0,68,0.5,구름많음
344,2021년,29,전주,21.6,22.2,55,0.0,맑음
345,2021년,29,제주,21.9,22.7,58,0.0,맑음
346,2021년,29,청주,22.5,21.9,40,0.0,구름조금
347,2021년,29,춘천,20.5,21.0,53,0.2,0.0
348,2021년,30,강릉,23.4,22.7,40,0.0,0.0
349,2021년,30,광주,27.0,25.1,30,0.0,맑음
350,2021년,30,대구,25.2,23.6,31,0.0,맑음
351,2021년,30,대전,25.1,24.6,43,0.0,맑음
352,2021년,30,백령도,19.8,20.5,56,0.0,구름조금
353,2021년,30,부산,22.5,22.6,48,0.0,맑음
354,2021년,30,서울,22.0,22.7,56,0.0,맑음
355,2021년,30,울릉도,19.8,20.9,61,0.0,맑음
356,2021년,30,전주,25.8,24.9,39,0.0,맑음
357,2021년,30,제주,24.7,25.5,58,0.0,맑음
358,2021년,30,청주,24.2,23.4,39,0.0,맑음
359,2021년,30,춘천,18.3,19.4,61,0.0,0.0
360,2021년,31,강릉,18.2,20.5,79,7.3,0.0
361,2021년,31,광주,26.7,25.5,36,0.0,맑음
362,2021년,31,대구,24.3,24.6,51,1.9,구름조금
363,2021년,31,대전,22.1,23.4,64,7.1,흐림
364,2021년,31,백령도,18.5,21.2,85,0.0,구름많음
365,2021년,31,부산,23.7,23.8,49,0.0,구름조금
366,2021년,31,서울,20.1,22.1,75,4.0,구름많음
367,2021년,31,울릉도,15.1,18.3,95,2.0,약한 비 단속적
368,2021년,31,전주,25.1,24.5,41,12.8,구름많음
369,2021년,31,제주,25.2,26.1,59,0.0,맑음
370,2021년,31,청주,21.3,21.8,53,13.4,흐림
371,2021년,31,춘천,18.4,20.5,76,4.0,0.0
